Post created at ,Post,Post URL,Post Type,Reactions,Like,Love,Thankful,HaHa,Wow,Sad,Angry,Comments,Shares,Video Plays,Promoted/Organic,Est. Reach,Est. Impressions,Original Sentiment
30/05/2018 12:44,#PerfectBalance Competition,http://www.facebook.com/352921961449536/posts/1927084114033305,STATUS,111,108,2,0,0,0,0,1,11,15,0,ORGANIC,"30,990","51,422",Positive
30/05/2018 11:13,Did you miss our live video with Anne Kiguta Kobi Kihara and Amina Abdi-Rabar? Watch it here and join us on the journey to achieve the #PerfectBalance. ????  Keep it NIVEA. ???????? http://bit.ly/2rAqwHs,http://www.facebook.com/352921961449536/posts/1927007577374292,VIDEO,"5,627","5,508",71,0,46,2,0,0,178,90,"82,560",PROMOTED,"692,212","1,148,583",Positive
30/05/2018 11:00,Serious when taking on what life brings but have fun when you find that #PerfectBalance. Stay tuned as we discuss different life situations with three amazing ladies.  See terms and conditions here : https://bit.ly/2J05rKL,http://www.facebook.com/352921961449536/posts/1926366580771725,PHOTO,486,481,4,0,1,0,0,0,48,42,0,ORGANIC,"89,401","148,343",Positive
29/05/2018 22:03,NIVEA added a cover video.,http://www.facebook.com/352921961449536/posts/1926355264106190,VIDEO,7,7,0,0,0,0,0,0,0,32,"1,725",ORGANIC,"13,611","22,585",Neutral
29/05/2018 19:13,NIVEA is live now.,http://www.facebook.com/352921961449536/posts/1926161097458940,VIDEO,0,0,0,0,0,0,0,0,1,0,0,Insufficient data,188,312,
29/05/2018 19:07,NIVEA was live.,http://www.facebook.com/352921961449536/posts/1926153144126402,VIDEO,0,0,0,0,0,0,0,0,18,0,0,Insufficient data,"9,126","15,142",
29/05/2018 11:00,It's D-day team NIVEA! Join us at 6:00pm today to find out what we have in store for you! Can you guess what it is?  #PerfectBalance ???? ???? http://bit.ly/2rAqwHs,http://www.facebook.com/352921961449536/posts/1925510730857310,VIDEO,"1,827","1,811",11,0,3,0,1,1,122,89,"52,215",ORGANIC,"568,673","943,596",Positive
28/05/2018 13:09,We have something really exciting coming your way tomorrow!! Keep it here to find out :) ;)  http://bit.ly/2rAqwHs,http://www.facebook.com/352921961449536/posts/1924400300968353,VIDEO,"1,019","1,013",5,0,0,1,0,0,80,104,"56,167",PROMOTED,"437,800","726,439",Positive
26/05/2018 11:34,"Face care depends on your skin type! Do you know your skin type? Type ""N"" if you have a normal skin ""D"" for Dry ""O"" for Oily ""C"" for combination and ""S"" for sensitive skin. https://bit.ly/2H2Vz65",http://www.facebook.com/352921961449536/posts/1921569621251421,VIDEO,332,325,6,0,0,0,1,0,348,43,"47,104",PROMOTED,"135,133","224,226",Positive
25/05/2018 18:52,Do you know how many times we need to wash our faces? read more about it here https://bit.ly/2woJYsO and tell us what you found out.,http://www.facebook.com/352921961449536/posts/1920670071341376,VIDEO,13,13,0,0,0,0,0,0,0,2,147,ORGANIC,"3,776","6,266",Neutral
24/05/2018 11:00,Every woman is different and so is every skin type. For your daily face care make sure you use a face cream that suits your skin type.  https://bit.ly/2H2Vz65,http://www.facebook.com/352921961449536/posts/1902397106502006,VIDEO,135,128,7,0,0,0,0,0,39,8,"81,816",ORGANIC,"44,315","73,532",Positive
22/05/2018 11:00,NIVEA Perfect & Radiant Light Day Moisturiser with SPF 15 for oily skin  or the NIVEA Perfect & Radiant Facial Day Cream for normal and combination skin are  perfect for daily moisturization. https://bit.ly/2Ife4k2,http://www.facebook.com/352921961449536/posts/1902385186503198,VIDEO,963,950,11,0,1,1,0,0,123,12,"26,584",PROMOTED,"315,227","523,055",Positive
17/05/2018 11:00,Even when it is cold your skin needs a moisturizer with sun protection to protect your face. Read here for more tips on taking care of your face: https://bit.ly/2rIkNgk,http://www.facebook.com/352921961449536/posts/1907783869296663,PHOTO,915,906,6,0,0,3,0,0,126,16,0,PROMOTED,"113,900","188,994",Positive
15/05/2018 11:00,Moisturize daily with NIVEA Perfect & Radiant Light Day Moisturiser with SPF 15 for oily skin  or the NIVEA Perfect & Radiant Facial Day Cream for normal and combination skin. https://bit.ly/2Ife4k2,http://www.facebook.com/352921961449536/posts/1902383569836693,VIDEO,138,135,2,0,0,1,0,0,69,10,"74,569",ORGANIC,"40,457","67,131",Positive
14/05/2018 11:00,Do you know how many times we need to wash our faces? read more about it here https://bit.ly/2woJYsO and tell us what you found out.,http://www.facebook.com/352921961449536/posts/1902413229833727,VIDEO,20,19,1,0,0,0,0,0,10,1,291,ORGANIC,"12,310","20,426",Positive
12/05/2018 20:34,It takes a special kind of woman to make you feel like family when you are far away from home. We honor the women at the Thika School for the Visually Impaired who are devoted to showing care and providing guidance to these wonderful children. To learn more about this school visit https://bit.ly/2GbjdYz,http://www.facebook.com/352921961449536/posts/1904244896317227,VIDEO,"19,798","18,671",902,0,32,155,32,6,"1,173","1,271","603,200",PROMOTED,"3,729,596","6,188,500",Positive
12/05/2018 17:36,It takes a special kind of woman to make you feel like family when you are far away from home. We honor the women at the Thika School for the Visually Impaired who are devoted to showing care and providing guidance to these wonderful children. For more information on how you can make a donation to the school visit https://bit.ly/2jQpnoj,http://www.facebook.com/352921961449536/posts/1904036299671420,VIDEO,0,0,0,0,0,0,0,0,0,0,0,Insufficient data,"1,445","2,397",Positive
12/05/2018 17:19,NIVEA CARES,http://www.facebook.com/352921961449536/posts/1904027979672252,STATUS,57,54,3,0,0,0,0,0,24,3,0,ORGANIC,"20,153","33,440",Positive
11/05/2018 11:00,"Face care depends on your skin type! Do you know your skin type? Type ""N"" if you have a normal skin ""D"" for Dry ""O"" for Oily ""C"" for combination and ""S"" for sensitive skin.  https://bit.ly/2H2Vz65",http://www.facebook.com/352921961449536/posts/1902375903170793,VIDEO,171,170,1,0,0,0,0,0,318,10,"54,310",ORGANIC,"66,688","110,655",Positive
09/05/2018 11:00,Being all sweaty can be really uncomfortable. For a Deo that will take care of your skin while keeping you comfortably dry try out NIVEA Protect & Care. https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1890903397651377,PHOTO,330,316,12,0,1,1,0,0,11,8,0,ORGANIC,"62,551","103,791",Positive
08/05/2018 11:00,Do you know that your face needs a different moisturizer from the rest of your body? Read about it here and tell us what you learnt in the comments section below. https://bit.ly/2wkgrAI,http://www.facebook.com/352921961449536/posts/1896845250390525,PHOTO,"1,399","1,388",9,0,2,0,0,0,316,15,0,PROMOTED,"163,795","271,785",Positive
07/05/2018 11:00,How do you take care of your underarms? We want you to try out the NIVEA Protect & Care which offers strong protection against sweat and gentle care for your delicate skin. https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1890901050984945,PHOTO,227,224,2,0,0,0,1,0,46,19,0,PROMOTED,"41,270","68,478",Positive
05/05/2018 11:00,It's been a long week of hard work. How are you taking sometime to unwind this weekend? We would love to know in the comments section below. #PerfectBalance https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1890899790985071,PHOTO,32,31,1,0,0,0,0,0,2,15,0,ORGANIC,"16,132","26,768",Positive
03/05/2018 11:00,We love putting smiles on the faces of our fans. For a chance to be featured on our NIVEA page  share your best photos with us in the comments section below. https://bit.ly/2uMjAsd,http://www.facebook.com/352921961449536/posts/1890890914319292,VIDEO,101,99,2,0,0,0,0,0,61,8,"95,043",ORGANIC,"40,813","67,720",Positive
01/05/2018 10:00,Take some time out relax and appreciate yourself because you work hard. Happy Labour Day!,http://www.facebook.com/352921961449536/posts/1888322027909514,PHOTO,"1,142","1,117",20,0,5,0,0,0,34,8,0,PROMOTED,"142,631","236,667",Positive
27/04/2018 11:00,Imagine a deodorant so perfect that it gives you 48 hour deo protection and is also kind to your delicate skin. https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1882005378541179,VIDEO,704,698,3,0,1,0,2,0,21,8,"6,891",ORGANIC,"24,380","40,453",Positive
25/04/2018 11:00,How do you tell someone that they need a Deo politely? Share with us in the comments section. https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1879397305468653,VIDEO,34,32,2,0,0,0,0,0,31,4,"54,883",ORGANIC,"17,647","29,281",Positive
23/04/2018 11:00,What are some areas in your life that you struggle to find balance? Let us know in the comment section and let’s try to find the #PerfectBalance. http://bit.ly/2rAqwHs,http://www.facebook.com/352921961449536/posts/1876558489085868,PHOTO,932,926,5,0,1,0,0,0,128,15,0,PROMOTED,"99,985","165,905",Positive
21/04/2018 11:33,NIVEA Protect & Care has a mild formula that makes sure you stay fresh all day while not irritating your skin. Which one are you going for the spray the roll on or both? ????https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1876553999086317,VIDEO,33,32,1,0,0,0,0,0,20,29,"19,648",ORGANIC,"18,953","31,449",Positive
20/04/2018 11:00,Special care for your delicate underarms comes with NIVEA Protect & Care deodorant range. We have combined caring ingredients from NIVEA Crème and  48 hour anti-perspirant protection to create deodorants that are strong on sweat  and soft on your skin. #PerfectBalance https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1874575995950784,PHOTO,226,216,9,0,0,1,0,0,35,21,0,ORGANIC,"30,533","50,663",Positive
19/04/2018 11:00,How well do you know your skin type? https://bit.ly/2H2Vz65,http://www.facebook.com/352921961449536/posts/1870458449695872,VIDEO,0,0,0,0,0,0,0,0,0,0,0,Insufficient data,234,389,Neutral
18/04/2018 11:00,Planning your time is one of the ways of getting a #PerfectBalance in life. What other things work for you?,http://www.facebook.com/352921961449536/posts/1865116806896703,PHOTO,547,543,4,0,0,0,0,0,13,10,0,PROMOTED,"32,319","53,627",Positive
17/04/2018 11:00,Glow tip number 1 : Cleanse daily and clear your pores using The Perfect & Radiant Cleansing Foam for combined skin or  The Perfect & Radiant 3-in- 1 Cleanser for normal to oily skin. https://bit.ly/2H2BjNG,http://www.facebook.com/352921961449536/posts/1870455119696205,PHOTO,"1,785","1,759",21,0,1,4,0,0,347,17,0,PROMOTED,"143,706","238,450",Positive
16/04/2018 11:07,NIVEA Perfect & Radiant range of products offers you a cleanser and moisturizer suited to your skin type to help you maintain blemish free skin and an even tone. https://bit.ly/2H2BjNG,http://www.facebook.com/352921961449536/posts/1870315156376868,PHOTO,211,210,0,0,0,1,0,0,90,7,0,ORGANIC,"30,515","50,634",Positive
15/04/2018 11:00,If you love something you take time to care for  it. Do you make time for your face care routine?,http://www.facebook.com/352921961449536/posts/1867722976636086,PHOTO,"3,205","3,186",16,0,0,1,1,1,373,31,0,PROMOTED,"175,086","290,520",Positive
14/04/2018 10:08,It’s the first thing that people notice about us. What do you like most about your face and why? We would love to know in the comments section below.,http://www.facebook.com/352921961449536/posts/1867721529969564,PHOTO,272,270,2,0,0,0,0,0,64,4,0,PROMOTED,"48,838","81,037",Positive
13/04/2018 11:00,A busy day at work and plans with your friends afterwards? Get 48h anti-perspirant protection with NIVEA Protect & Care for comfortably dry underarms.  #Perfectbalance https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1865120423563008,VIDEO,39,37,2,0,0,0,0,0,0,14,"82,052",ORGANIC,"10,036","16,652",Neutral
12/04/2018 12:53,Adulting comes with much to do and little time to do it.  How do you find the #PerfectBalance so you don't neglect your work family or friends?,http://www.facebook.com/352921961449536/posts/1865118566896527,PHOTO,277,275,2,0,0,0,0,0,3,2,0,PROMOTED,"39,691","65,860",Positive
09/04/2018 11:00,When it comes to deodorants what’s your preference? Roll on or spray? Let us know in the comments. #PerfectBalance   https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1855317221209995,VIDEO,60,57,2,0,1,0,0,0,33,5,"81,577",ORGANIC,"23,374","38,784",Positive
07/04/2018 11:00,Exams to do friends to meet… How do you strike the #PerfectBalance between school & your social life? Tell us in the comments section below and let's try to find the #PerfectBalance together :)  https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1855313677877016,VIDEO,216,211,3,0,0,1,0,1,50,21,"320,527",ORGANIC,"50,229","83,345",Positive
06/04/2018 11:00,Some go for the scent other’s look at the ingredients some even consider the shape! What do you look for in a deodorant? #PerfectBalance https://bit.ly/2n626QD,http://www.facebook.com/352921961449536/posts/1854182584656792,VIDEO,120,117,2,0,1,0,0,0,35,11,"389,795",ORGANIC,"34,915","57,934",Positive
05/04/2018 10:08,Thank your for taking part in the #FaceOfNIVEA competition. We are proud of you  and we have something special for all our nominees :) Inbox us for more details. For all our fans  post your lovely images in the comments section below for a chance to be featured on our page. See terms and conditions here :https://bit.ly/2uMjAsd,http://www.facebook.com/352921961449536/posts/1853822218026162,VIDEO,94,92,2,0,0,0,0,0,130,2,"11,511",PROMOTED,"47,901","79,482",Positive
05/04/2018 09:48,NIVEA FANS IMAGE/PICTURE SUBMISSIONS,http://www.facebook.com/352921961449536/posts/1855156944559356,STATUS,14,13,1,0,0,0,0,0,29,0,0,ORGANIC,"8,697","14,431",Positive
04/04/2018 18:25,It's more than a deo. It's the #PerfectBalance between protection and care. Care for your delicate skin is our promise to you. https://bit.ly/2uMjAsd,http://www.facebook.com/352921961449536/posts/1854287897979594,VIDEO,84,81,3,0,0,0,0,0,23,17,"20,304",ORGANIC,"28,533","47,345",Positive
03/04/2018 11:00,We have just put up our #FaceOfNIVEA2017 on a billboard. Have you seen her ? If you have spotted our billboard  take a picture and share it here for a chance to win a NIVEA hamper .,http://www.facebook.com/352921961449536/posts/1851188214956229,VIDEO,"6,494","6,042",331,0,19,102,0,0,962,80,"122,470",PROMOTED,"854,134","1,417,260",Positive
02/04/2018 11:00,We hope you enjoyed your Easter holiday and are ready to take on the week.,http://www.facebook.com/352921961449536/posts/1843296789078705,PHOTO,769,765,4,0,0,0,0,0,17,7,0,PROMOTED,"102,943","170,813",Positive
01/04/2018 10:00,We wish you and your family hope love and happiness today and in the days to come.,http://www.facebook.com/352921961449536/posts/1843284199079964,PHOTO,49,47,2,0,0,0,0,0,5,2,0,ORGANIC,"22,509","37,349",Positive
29/03/2018 11:00,Time to switch off the morning alarm as we get into the long weekend to celebrate Easter. What are your weekend plans?,http://www.facebook.com/352921961449536/posts/1843620129046371,VIDEO,92,92,0,0,0,0,0,0,5,1,"1,322",ORGANIC,"36,444","60,471",Positive
28/03/2018 11:00,We all have different ways in which we #PlayItCool. Una #ChezaChini aje?,http://www.facebook.com/352921961449536/posts/1835075263234191,PHOTO,"4,682","4,663",16,0,0,2,1,0,56,18,0,PROMOTED,"288,767","479,150",Positive
27/03/2018 11:00,Ku #ChezaChini means being smart with your money. How do you #PlayItCool on a budget? ????,http://www.facebook.com/352921961449536/posts/1835072576567793,PHOTO,"9,129","9,090",25,0,7,7,0,0,186,39,0,ORGANIC,"227,910","378,170",Positive
26/03/2018 11:00,For the guys always on the grind  who are not afraid to #ChezaChini and face any situation NIVEA Cool Kick is is the ultimate sidekick.  http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1835072119901172,PHOTO,"5,950","5,918",16,0,12,4,0,0,111,27,0,PROMOTED,"304,538","505,318",Positive
24/03/2018 11:00,Playing some basketball or just getting fit this weekend?#ChezaChini with NIVEA Cool Kick.  http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1835070776567973,PHOTO,"1,789","1,778",10,0,0,0,0,1,33,6,0,ORGANIC,"127,792","212,045",Positive
23/03/2018 11:00,The week is done and it’s time to #ChezaChini and relax. How will you #PlayItCool this weekend?  http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1835068066568244,PHOTO,347,345,2,0,0,0,0,0,20,0,0,ORGANIC,"64,962","107,791",Positive
21/03/2018 11:00,We know about the sandy beaches the National parks the lakes… What cool  places in our capital city have you been to? Share pictures with us in the comments. ?,http://www.facebook.com/352921961449536/posts/1835067059901678,PHOTO,"6,233","6,207",20,0,2,4,0,0,305,45,0,PROMOTED,"302,475","501,894",Positive
08/03/2018 15:18,Today NIVEA celebrates all the beautiful and confident Kenyan women working hard every day to achieve their ambitions. Happy International Women's Day!,http://www.facebook.com/352921961449536/posts/1816833891724995,VIDEO,405,390,13,0,0,1,1,0,14,14,"20,686",ORGANIC,"120,831","200,494",Positive
03/03/2018 12:00,We work hard & play hard. #PlayItCool this weekend with NIVEA Cool Kick for instant cooling freshness and 48 hour protection. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795200740554977,PHOTO,165,162,2,0,1,0,0,0,50,4,0,ORGANIC,"30,091","49,931",Positive
01/03/2018 12:00,What's that one thing that makes you stand out that thing that makes you cool? Tell us in the comments. ????????,http://www.facebook.com/352921961449536/posts/1795199463888438,PHOTO,"1,679","1,667",10,0,1,1,0,0,131,2,0,PROMOTED,"99,916","165,790",Positive
28/02/2018 12:00,So many cool places to visit in Kenya. Where in Kenya would you want to go this year?,http://www.facebook.com/352921961449536/posts/1795198560555195,PHOTO,"2,874","2,839",27,0,5,2,1,0,468,23,0,ORGANIC,"145,146","240,840",Positive
26/02/2018 12:00,Mwanaume ni Hustle. As you go about your hustle this week #PlayItCool with NIVEA Cool Kick. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795191993889185,PHOTO,"2,257","2,248",8,0,0,1,0,0,72,6,0,PROMOTED,"97,573","161,902",Positive
24/02/2018 12:00,You've had your fun the night before how do you plan to #ChezaChini the next day? #PlayItCool with NIVEA Cool Kick.http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795192957222422,PHOTO,337,334,2,0,0,1,0,0,3,0,0,ORGANIC,"42,359","70,286",
23/02/2018 12:00,How will you and your boys #ChezaChini  & #PlayItCool this weekend? Share with us in the comments. ????????http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795197433888641,PHOTO,13,13,0,0,0,0,0,0,22,2,0,ORGANIC,"5,406","8,971",Positive
22/02/2018 12:00,Instant cooling freshness and 48 hour protection to get you through whatever situation you find yourself in. #PlayItCool #ChezaChini http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795189670556084,PHOTO,"1,584","1,574",9,0,0,0,1,0,84,9,0,PROMOTED,"69,645","115,562",Positive
21/02/2018 12:00,Tag that person who always stays calm even when every one else isn't. Yaani that person who can #PlayItCool. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1795180560556995,PHOTO,41,41,0,0,0,0,0,0,0,1,0,Insufficient data,"4,307","7,147",Neutral
